CMPLNT_NUM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,RPT_DT,KY_CD,OFNS_DESC,PD_CD,PD_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,JURIS_DESC,BORO_NM,ADDR_PCT_CD,LOC_OF_OCCUR_DESC,PREM_TYP_DESC,PARKS_NM,HADEVELOPT,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lat_Lon
112536642,01/01/2016,00:00:00,12/31/2016,23:59:00,12/13/2017,116,SEX CRIMES,177,SEXUAL ABUSE,COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,1,INSIDE,HOTEL/MOTEL,,,,,,,
885929488,01/01/2016,00:01:00,11/01/2017,14:31:00,11/01/2017,233,SEX CRIMES,174,"SEXUAL MISCONDUCT,DEVIATE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,23,INSIDE,RESIDENCE - APT. HOUSE,,,,,,,
118456560,01/01/2016,12:00:00,11/10/2017,12:00:00,11/10/2017,109,GRAND LARCENY,420,"LARCENY,GRAND BY OPEN/COMPROMISE CELL PHONE ACCT",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,19,INSIDE,RESIDENCE - APT. HOUSE,,,997915,219729,40.769779387,-73.950667635,"(40.769779387, -73.950667635)"
685479913,01/01/2016,08:00:00,08/04/2017,08:00:00,10/18/2017,109,GRAND LARCENY,403,"LARCENY,GRAND BY BANK ACCT COMPROMISE-REPRODUCED CHECK",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,6,INSIDE,RESIDENCE - APT. HOUSE,,,983469,208008,40.737618736,-74.002819678,"(40.737618736, -74.002819678)"
570410616,01/01/2016,00:01:00,10/04/2017,09:00:00,10/06/2017,109,GRAND LARCENY,407,"LARCENY,GRAND BY DISHONEST EMP",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,17,INSIDE,DOCTOR/DENTIST OFFICE,,,989319,211834,40.748118736,-73.981707135,"(40.748118736, -73.981707135)"
509240632,01/01/2016,12:00:00,08/08/2017,12:00:00,09/13/2017,109,GRAND LARCENY,407,"LARCENY,GRAND BY DISHONEST EMP",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,19,INSIDE,RESIDENCE - APT. HOUSE,,,995590,221015,40.773312409,-73.959059252,"(40.773312409, -73.959059252)"
418016737,01/01/2016,01:10:00,,,06/19/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,13,INSIDE,RESIDENCE - APT. HOUSE,,,985118,208831,40.73987766,-73.996869174,"(40.73987766, -73.996869174)"
404890055,01/01/2016,00:01:00,12/31/2016,23:59:00,05/18/2017,233,SEX CRIMES,175,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,MANHATTAN,7,INSIDE,RESIDENCE - PUBLIC HOUSING,,LA GUARDIA,,,,,
156095250,01/01/2016,12:00:00,12/31/2016,12:00:00,05/16/2017,233,SEX CRIMES,170,"SEXUAL MISCONDUCT,INTERCOURSE",COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,MANHATTAN,25,INSIDE,RESIDENCE - PUBLIC HOUSING,,LINCOLN,,,,,
190783666,01/01/2016,12:00:00,03/10/2017,10:00:00,03/10/2017,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,17,INSIDE,RESIDENCE - APT. HOUSE,,,990292,212471,40.749866529,-73.97819495,"(40.749866529, -73.97819495)"
621425183,01/01/2016,10:00:00,02/26/2017,17:00:00,02/26/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,28,INSIDE,PUBLIC BUILDING,,,997439,233857,40.808557679,-73.952358366,"(40.808557679, -73.952358366)"
479509422,01/01/2016,00:01:00,12/31/2016,23:59:00,02/13/2017,233,SEX CRIMES,175,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,MANHATTAN,10,INSIDE,RESIDENCE - PUBLIC HOUSING,,,,,,,
631892474,01/01/2016,00:00:00,02/07/2017,00:00:00,02/07/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,19,INSIDE,RESIDENCE - APT. HOUSE,,,996783,221912,40.775772829,-73.954750345,"(40.775772829, -73.954750345)"
885539002,01/01/2016,10:00:00,01/29/2017,12:02:00,01/31/2017,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,25,,STREET,,,1000275,229995,40.797952861,-73.942123003,"(40.797952861, -73.942123003)"
841999126,01/01/2016,00:01:00,01/01/2016,23:59:00,01/12/2017,116,SEX CRIMES,177,SEXUAL ABUSE,COMPLETED,FELONY,N.Y. HOUSING POLICE,MANHATTAN,7,INSIDE,RESIDENCE - PUBLIC HOUSING,,VLADECK,,,,,
917205874,01/01/2016,21:30:00,01/02/2017,21:30:00,01/04/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,14,INSIDE,COMMERCIAL BUILDING,,,988774,211352,40.746796062,-73.983674396,"(40.746796062, -73.983674396)"
960090358,01/02/2016,09:00:00,01/26/2017,13:00:00,11/26/2017,109,GRAND LARCENY,407,"LARCENY,GRAND BY DISHONEST EMP",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,7,INSIDE,RESIDENCE - APT. HOUSE,,,990559,199370,40.713907307,-73.977243589,"(40.713907307, -73.977243589)"
738303838,01/02/2016,18:55:00,,,01/26/2017,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,34,,STREET,,,1002173,249401,40.851213168,-73.935216052,"(40.851213168, -73.935216052)"
938580208,01/03/2016,00:00:00,04/04/2017,12:25:00,04/04/2017,109,GRAND LARCENY,422,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,34,INSIDE,RESIDENCE - APT. HOUSE,,,1002039,248536,40.84883927,-73.93570271,"(40.84883927, -73.93570271)"
924580793,01/03/2016,19:07:00,01/03/2016,19:13:00,01/03/2017,233,SEX CRIMES,175,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,N.Y. TRANSIT POLICE,MANHATTAN,14,,TRANSIT - NYC SUBWAY,,,,,,,
463494291,01/03/2016,09:30:00,01/03/2017,09:40:00,01/03/2017,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,17,,STREET,,,993729,215669,40.758641213,-73.965785787,"(40.758641213, -73.965785787)"
536607107,01/04/2016,09:00:00,03/30/2017,19:40:00,03/30/2017,109,GRAND LARCENY,407,"LARCENY,GRAND BY DISHONEST EMP",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,18,INSIDE,COMMERCIAL BUILDING,,,987579,216989,40.762268728,-73.987984345,"(40.762268728, -73.987984345)"
368327014,01/04/2016,22:59:00,01/04/2017,23:59:00,01/05/2017,109,GRAND LARCENY,410,"LARCENY,GRAND FROM RETAIL STORE, UNATTENDED",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,18,INSIDE,CHAIN STORE,,,988095,215517,40.758228256,-73.986122517,"(40.758228256, -73.986122517)"
799945233,01/04/2016,20:50:00,,,01/04/2017,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,19,INSIDE,FOOD SUPERMARKET,,,994077,217759,40.764377346,-73.964526582,"(40.764377346, -73.964526582)"
950172977,01/05/2016,03:20:00,01/05/2016,04:00:00,02/15/2017,351,CRIMINAL MISCHIEF & RELATED OF,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,N.Y. TRANSIT POLICE,MANHATTAN,5,,TRANSIT - NYC SUBWAY,,,985903,201710,40.720332141,-73.994038162,"(40.720332141, -73.994038162)"
594772833,01/05/2016,17:11:00,,,01/13/2017,233,SEX CRIMES,681,"CHILD, ENDANGERING WELFARE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,23,INSIDE,RESIDENCE - APT. HOUSE,,,,,,,
467026499,01/05/2016,10:25:00,01/05/2017,10:25:00,01/10/2017,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,34,INSIDE,RESIDENCE - APT. HOUSE,,,1001974,248722,40.849349916,-73.935937162,"(40.849349916, -73.935937162)"
985965656,01/05/2016,09:35:00,,,01/06/2017,109,GRAND LARCENY,403,"LARCENY,GRAND BY BANK ACCT COMPROMISE-REPRODUCED CHECK",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,18,INSIDE,,,,987287,220178,40.771021814,-73.989036972,"(40.771021814, -73.989036972)"
352901453,01/05/2016,15:25:00,01/05/2017,15:35:00,01/05/2017,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,20,INSIDE,DRUG STORE,,,989172,222264,40.77674649,-73.982230032,"(40.77674649, -73.982230032)"
172381055,01/05/2016,14:25:00,01/05/2016,15:08:00,01/05/2017,109,GRAND LARCENY,438,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,17,INSIDE,GYM/FITNESS FACILITY,,,991007,212226,40.749193549,-73.975614653,"(40.749193549, -73.975614653)"
206808155,01/05/2016,10:45:00,01/05/2016,11:00:00,01/05/2017,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,14,INSIDE,CHAIN STORE,,,988083,212199,40.749121191,-73.986167723,"(40.749121191, -73.986167723)"
100383471,01/06/2016,17:55:00,01/06/2017,18:00:00,01/06/2017,235,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSI",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,30,,STREET,,,997575,239672,40.824518021,-73.951855544,"(40.824518021, -73.951855544)"
771559023,01/06/2016,17:30:00,,,01/06/2017,104,RAPE,157,RAPE 1,COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,14,FRONT OF,CHURCH,,,,,,,
536673113,01/07/2016,00:00:00,12/13/2017,19:50:00,12/13/2017,365,ADMINISTRATIVE CODE,878,"ADM.CODE,UNCLASSIFIED MISDEMEA",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,7,FRONT OF,RESIDENCE - APT. HOUSE,,,986743,200358,40.716621029,-73.991008318,"(40.716621029, -73.991008318)"
188957878,01/07/2016,16:27:00,01/21/2016,14:20:00,03/30/2017,113,FORGERY,729,"FORGERY,ETC.,UNCLASSIFIED-FELO",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,18,INSIDE,DRUG STORE,,,990073,216205,40.760115559,-73.978982121,"(40.760115559, -73.978982121)"
905190931,01/07/2016,16:27:00,01/21/2016,14:20:00,03/30/2017,340,FRAUDS,718,"FRAUD,UNCLASSIFIED-MISDEMEANOR",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,18,INSIDE,DRUG STORE,,,990073,216205,40.760115559,-73.978982121,"(40.760115559, -73.978982121)"
734448155,01/07/2016,12:00:00,01/16/2017,23:59:00,01/18/2017,109,GRAND LARCENY,420,"LARCENY,GRAND BY OPEN/COMPROMISE CELL PHONE ACCT",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,9,INSIDE,RESIDENCE - APT. HOUSE,,,989632,202781,40.723270296,-73.980584741,"(40.723270296, -73.980584741)"
134361802,01/07/2016,19:42:00,01/07/2017,20:40:00,01/07/2017,109,GRAND LARCENY,406,"LARCENY,GRAND FROM PERSON, BAG OPEN/DIP",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,14,INSIDE,CHECK CASHING BUSINESS,,,986631,214350,40.755025653,-73.991407391,"(40.755025653, -73.991407391)"
447681872,01/08/2016,00:01:00,06/10/2016,00:01:00,02/21/2017,109,GRAND LARCENY,407,"LARCENY,GRAND BY DISHONEST EMP",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,5,INSIDE,RESTAURANT/DINER,,,986159,202527,40.722574558,-73.993114396,"(40.722574558, -73.993114396)"
669213973,01/09/2016,22:30:00,01/09/2017,22:35:00,01/09/2017,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,1,INSIDE,RESIDENCE - APT. HOUSE,,,983057,203356,40.724850088,-74.004305549,"(40.724850088, -74.004305549)"
461246615,01/10/2016,17:00:00,11/24/2017,18:09:00,12/03/2017,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,19,INSIDE,RESIDENCE - APT. HOUSE,,,998583,222146,40.776412362,-73.948250846,"(40.776412362, -73.948250846)"
405533267,01/10/2016,15:00:00,05/21/2017,16:00:00,05/21/2017,109,GRAND LARCENY,412,"LARCENY,GRAND FROM RESIDENCE, UNATTENDED",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,30,INSIDE,RESIDENCE - APT. HOUSE,,,998205,241892,40.830610314,-73.94957461,"(40.830610314, -73.94957461)"
800653090,01/11/2016,12:00:00,01/11/2016,13:00:00,09/13/2017,113,FORGERY,729,"FORGERY,ETC.,UNCLASSIFIED-FELO",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,24,INSIDE,RESIDENCE - APT. HOUSE,,,992848,228356,40.793464597,-73.968949638,"(40.793464597, -73.968949638)"
249375400,01/11/2016,22:00:00,03/27/2017,21:45:00,03/28/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,1,INSIDE,RESTAURANT/DINER,,,981986,200446,40.716862629,-74.008168522,"(40.716862629, -74.008168522)"
379960286,01/11/2016,20:30:00,01/12/2016,01:00:00,02/07/2017,233,SEX CRIMES,175,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,18,INSIDE,HOTEL/MOTEL,,,,,,,
732416152,01/11/2016,08:45:00,01/11/2017,09:00:00,01/11/2017,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,23,INSIDE,RESIDENCE - APT. HOUSE,,,998148,226642,40.788753382,-73.949812152,"(40.788753382, -73.949812152)"
330823001,01/11/2016,15:00:00,,,01/02/2017,364,OTHER STATE LAWS (NON PENAL LA,848,"NY STATE LAWS,UNCLASSIFIED MIS",ATTEMPTED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,5,INSIDE,PUBLIC BUILDING,,,983903,200257,40.716344152,-74.001253193,"(40.716344152, -74.001253193)"
578144811,01/13/2016,15:00:00,,,09/27/2017,109,GRAND LARCENY,412,"LARCENY,GRAND FROM RESIDENCE, UNATTENDED",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,7,INSIDE,RESIDENCE - APT. HOUSE,,,988770,200861,40.71800084,-73.983695877,"(40.71800084, -73.983695877)"
169600829,01/14/2016,16:45:00,,,01/25/2017,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,28,INSIDE,RESIDENCE - APT. HOUSE,,,999400,231576,40.802293818,-73.945279726,"(40.802293818, -73.945279726)"
715086706,01/15/2016,22:45:00,,,10/27/2017,113,FORGERY,729,"FORGERY,ETC.,UNCLASSIFIED-FELO",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,10,,STREET,,,984487,214192,40.7545923,-73.99914602,"(40.7545923, -73.99914602)"
578482550,01/15/2016,14:00:00,,,08/23/2017,233,SEX CRIMES,175,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,9,INSIDE,COMMERCIAL BUILDING,,,,,,,
402293414,01/15/2016,13:12:00,05/05/2016,18:42:00,05/23/2017,341,PETIT LARCENY,307,"LARCENY,PETIT BY DISHONEST EMP",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,17,INSIDE,RESTAURANT/DINER,,,992530,213503,40.752697297,-73.970116397,"(40.752697297, -73.970116397)"
497442797,01/15/2016,15:00:00,,,03/16/2017,125,NYS LAWS-UNCLASSIFIED FELONY,847,"NY STATE LAWS,UNCLASSIFIED FEL",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,5,INSIDE,OTHER,,,983903,200257,40.716344152,-74.001253193,"(40.716344152, -74.001253193)"
856494574,01/15/2016,05:00:00,02/15/2016,05:00:00,01/16/2017,233,SEX CRIMES,175,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,6,INSIDE,RESTAURANT/DINER,,,,,,,
452227298,01/15/2016,09:00:00,12/31/2016,09:00:00,01/03/2017,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,34,INSIDE,RESIDENCE - APT. HOUSE,,,1003824,253155,40.861513269,-73.929237303,"(40.861513269, -73.929237303)"
888785217,01/16/2016,00:00:00,11/13/2017,13:00:00,11/13/2017,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. HOUSING POLICE,MANHATTAN,25,FRONT OF,RESIDENCE - PUBLIC HOUSING,,UPACA (SITE 5),1000995,231291,40.801508692,-73.939519305,"(40.801508692, -73.939519305)"
716489483,01/16/2016,08:00:00,08/22/2017,08:00:00,09/21/2017,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,14,INSIDE,RESIDENCE - APT. HOUSE,,,985720,214562,40.755607737,-73.994695538,"(40.755607737, -73.994695538)"
385958239,01/16/2016,04:50:00,,,01/25/2017,121,CRIMINAL MISCHIEF & RELATED OF,273,"TAMPERING 1,CRIMINAL",COMPLETED,FELONY,N.Y. TRANSIT POLICE,MANHATTAN,7,,TRANSIT - NYC SUBWAY,,,986967,199425,40.714060101,-73.990200647,"(40.714060101, -73.990200647)"
763430514,01/16/2016,19:16:00,01/16/2016,19:30:00,01/24/2017,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,1,INSIDE,CHAIN STORE,,,982275,199605,40.714554354,-74.007125746,"(40.714554354, -74.007125746)"
276525863,01/18/2016,01:42:00,01/18/2016,02:20:00,03/15/2017,107,BURGLARY,213,"BURGLARY,COMMERCIAL,NIGHT",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,33,INSIDE,DOCTOR/DENTIST OFFICE,,,1000665,246136,40.842254636,-73.940674937,"(40.842254636, -73.940674937)"
796273034,01/18/2016,18:30:00,01/18/2017,19:42:00,01/18/2017,107,BURGLARY,213,"BURGLARY,COMMERCIAL,NIGHT",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,19,INSIDE,DEPARTMENT STORE,,,993570,216847,40.76187469,-73.966358084,"(40.76187469, -73.966358084)"
983144911,01/19/2016,21:05:00,01/19/2017,21:15:00,01/19/2017,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,14,FRONT OF,STREET,,,987979,211939,40.748407601,-73.986543214,"(40.748407601, -73.986543214)"
593068194,01/20/2016,08:00:00,02/01/2016,15:00:00,11/25/2017,109,GRAND LARCENY,422,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,19,INSIDE,RESIDENCE - APT. HOUSE,,,997016,219318,40.768652643,-73.953914012,"(40.768652643, -73.953914012)"
723228272,01/20/2016,11:00:00,01/20/2017,15:30:00,01/20/2017,341,PETIT LARCENY,339,"LARCENY,PETIT FROM OPEN AREAS,",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,14,FRONT OF,STREET,,,988750,211831,40.748110809,-73.983760692,"(40.748110809, -73.983760692)"
438410881,01/21/2016,11:23:00,01/21/2017,11:23:00,01/21/2017,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. HOUSING POLICE,MANHATTAN,10,FRONT OF,RESIDENCE - PUBLIC HOUSING,,,984134,212015,40.748616987,-74.000420103,"(40.748616987, -74.000420103)"
474890429,01/21/2016,11:23:00,01/21/2017,11:23:00,01/21/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,MANHATTAN,10,FRONT OF,RESIDENCE - PUBLIC HOUSING,,,984134,212015,40.748616987,-74.000420103,"(40.748616987, -74.000420103)"
264005621,01/22/2016,09:24:00,,,10/27/2017,113,FORGERY,729,"FORGERY,ETC.,UNCLASSIFIED-FELO",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,25,INSIDE,PUBLIC BUILDING,,,1001797,232216,40.804046007,-73.936620103,"(40.804046007, -73.936620103)"
200361792,01/22/2016,20:00:00,06/26/2017,22:30:00,06/25/2017,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,24,INSIDE,RESIDENCE - APT. HOUSE,,,995114,231061,40.800886592,-73.960761567,"(40.800886592, -73.960761567)"
264490690,01/23/2016,20:00:00,,,12/19/2017,344,ASSAULT 3 & RELATED OFFENSES,113,"MENACING,UNCLASSIFIED",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,32,INSIDE,RESIDENCE - APT. HOUSE,,,1000619,236799,40.81662733,-73.940863969,"(40.81662733, -73.940863969)"
515778917,01/23/2016,03:00:00,01/23/2016,04:00:00,05/11/2017,116,SEX CRIMES,168,SODOMY 1,COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,19,INSIDE,RESIDENCE - APT. HOUSE,,,,,,,
209832984,01/23/2016,08:00:00,02/14/2016,13:00:00,02/26/2017,109,GRAND LARCENY,407,"LARCENY,GRAND BY DISHONEST EMP",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,19,INSIDE,DEPARTMENT STORE,,,993570,216847,40.76187469,-73.966358084,"(40.76187469, -73.966358084)"
753188104,01/24/2016,12:00:00,04/06/2017,14:00:00,04/06/2017,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,33,INSIDE,OTHER,,,1000024,244647,40.838168933,-73.942995118,"(40.838168933, -73.942995118)"
106920933,01/24/2016,07:40:00,01/24/2017,17:39:00,01/24/2017,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,MANHATTAN,19,INSIDE,RESIDENCE - PUBLIC HOUSING,,,999232,224051,40.781640008,-73.945903325,"(40.781640008, -73.945903325)"
157881896,01/25/2016,17:05:00,01/25/2017,17:30:00,01/25/2017,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,19,INSIDE,DEPARTMENT STORE,,,998837,224878,40.783910564,-73.947327824,"(40.783910564, -73.947327824)"
349069262,01/26/2016,18:45:00,,,01/26/2017,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,20,INSIDE,CLOTHING/BOUTIQUE,,,989208,221350,40.774237779,-73.982100724,"(40.774237779, -73.982100724)"
413019823,01/26/2016,13:35:00,01/26/2017,15:30:00,01/26/2017,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,7,,STREET,,,989634,200301,40.716463291,-73.980579509,"(40.716463291, -73.980579509)"
917566666,01/27/2016,09:00:00,03/26/2017,09:00:00,04/13/2017,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,17,INSIDE,RESIDENCE - APT. HOUSE,,,994058,215488,40.758144054,-73.964598483,"(40.758144054, -73.964598483)"
126030262,01/27/2016,12:00:00,02/10/2017,12:00:00,02/17/2017,109,GRAND LARCENY,422,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,14,INSIDE,RESIDENCE - APT. HOUSE,,,987735,211194,40.746362862,-73.987424215,"(40.746362862, -73.987424215)"
562329445,01/27/2016,10:30:00,01/27/2017,10:45:00,01/30/2017,341,PETIT LARCENY,339,"LARCENY,PETIT FROM OPEN AREAS,",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,34,INSIDE,OTHER,,,1003171,248390,40.84843619,-73.931611484,"(40.84843619, -73.931611484)"
999100999,01/29/2016,22:00:00,07/29/2017,12:00:00,11/10/2017,104,RAPE,157,RAPE 1,COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,23,INSIDE,RESIDENCE - APT. HOUSE,,,,,,,
781036599,01/30/2016,16:00:00,01/30/2017,16:10:00,02/15/2017,344,ASSAULT 3 & RELATED OFFENSES,113,"MENACING,UNCLASSIFIED",COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,MANHATTAN,9,INSIDE,RESIDENCE - PUBLIC HOUSING,,,991340,203192,40.724397188,-73.974422337,"(40.724397188, -73.974422337)"
111231345,01/30/2016,10:18:00,01/30/2016,10:28:00,02/13/2017,126,MISCELLANEOUS PENAL LAW,198,CRIMINAL CONTEMPT 1,COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,19,INSIDE,RESIDENCE - APT. HOUSE,,,995819,222445,40.777237088,-73.958230003,"(40.777237088, -73.958230003)"
171282406,01/30/2016,11:17:00,,,01/30/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,32,INSIDE,RESIDENCE - APT. HOUSE,,,1001021,238518,40.821344747,-73.939407339,"(40.821344747, -73.939407339)"
